icao,iata,name,city,country,lat,lng,alt
CYRL,YRL,Red Lake Airport,Red Lake,Canada,51.0668983459,-93.7930984497,1265
CYSF,YSF,Stony Rapids Airport,Stony Rapids,Canada,59.2503013611,-105.841003418,805
CYSK,YSK,Sanikiluaq Airport,Sanikiluaq,Canada,56.5377998352,-79.2466964722,104
CYST,YST,St. Theresa Point Airport,St. Theresa Point,Canada,53.8456001282,-94.8518981934,773
CYTL,YTL,Big Trout Lake Airport,Big Trout Lake,Canada,53.8177986145,-89.8968963623,729
CYVZ,YVZ,Deer Lake Airport,Deer Lake,Canada,52.6557998657,-94.0614013672,1092
CYWP,YWP,Webequie Airport,Webequie,Canada,52.9593933975,-87.3748683929,685
CYXN,YXN,Whale Cove Airport,Whale Cove,Canada,62.2400016785,-92.5980987549,40
CYZG,YZG,Salluit Airport,Salluit,Canada,62.1794013977,-75.6671981812,743
CZAC,ZAC,York Landing Airport,York Landing,Canada,56.0894012451,-96.0892028809,621
CZBD,ILF,Ilford Airport,Ilford,Canada,56.0614013672,-95.613899231,642
CZBF,ZBF,Bathurst Airport,Bathurst,Canada,47.629699707,-65.738899231,193
CZEM,ZEM,Eastmain River Airport,Eastmain River,Canada,52.226398468,-78.5224990845,24
CZFD,ZFD,Fond-Du-Lac Airport,Fond-Du-Lac,Canada,59.334400177,-107.1819992065,814
CZGI,ZGI,Gods River Airport,Gods River,Canada,54.8396987915,-94.0785980225,627
CZJN,ZJN,Swan River Airport,Swan River,Canada,52.1206016541,-101.236000061,1100
CZKE,ZKE,Kashechewan Airport,Kashechewan,Canada,52.2825012207,-81.6778030396,35
CZMD,MSA,Muskrat Dam Airport,Muskrat Dam,Canada,53.4413986206,-91.762802124,911
CZMT,ZMT,Masset Airport,Masset,Canada,54.0275001526,-132.125,25
CZPB,ZPB,Sachigo Lake Airport,Sachigo Lake,Canada,53.8911018372,-92.1964035034,876
CZRJ,ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,Canada,52.9435997009,-91.3127975464,974
CZSJ,ZSJ,Sandy Lake Airport,Sandy Lake,Canada,53.064201355,-93.3443984985,951
CZTM,ZTM,Shamattawa Airport,Shamattawa,Canada,55.8656005859,-92.0813980103,289
CZUM,ZUM,Churchill Falls Airport,Churchill Falls,Canada,53.5619010925,-64.1063995361,1442
CZWL,ZWL,Wollaston Lake Airport,Wollaston Lake,Canada,58.1068992615,-103.1719970703,1360
DABT,BLJ,Batna Airport,Batna,Algeria,35.7521018982,6.3085899353,2697
DAOR,CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,31.6457004547,-2.2698600292,2661
DATM,BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,21.375,0.9238889813,1303
DAUO,ELU,Guemar Airport,Guemar,Algeria,33.5113983154,6.7767901421,203
DGSI,KMS,Kumasi Airport,Kumasi,Ghana,6.7145600319,-1.5908199549,942
EDAH,HDF,Heringsdorf Airport,Heringsdorf,Germany,53.8787002563,14.152299881,93
EDXB,HEI,Heide-Büsum Airport,Büsum,Germany,54.1533317566,8.9016666412,7
EDXH,HGL,Helgoland-Düne Airport,Helgoland,Germany,54.1852798462,7.9158329964,8
EFSI,SJY,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,62.6921005249,22.8323001862,302
EGBN,NQT,Nottingham Airport,Nottingham,United Kingdom,52.9199981689,-1.0791699886,138
EGCN,DSA,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,53.4805378105,-1.0106563568,55
EGEC,CAL,Campbeltown Airport,Campbeltown,United Kingdom,55.4371986389,-5.6863899231,42
EGED,EOI,Eday Airport,Eday,United Kingdom,59.1906013489,-2.7722198963,10
EGEF,FIE,Fair Isle Airport,Fair Isle,United Kingdom,59.5358009338,-1.6280599833,223
EGEN,NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675003052,-2.4344398975,40
EGEP,PPW,Papa Westray Airport,Papa Westray,United Kingdom,59.3516998291,-2.9002799988,91
EGER,SOY,Stronsay Airport,Stronsay,United Kingdom,59.1553001404,-2.6413900852,39
EGES,NDY,Sanday Airport,Sanday,United Kingdom,59.2503013611,-2.5766699314,68
EGET,LWK,Lerwick / Tingwall Airport,Lerwick,United Kingdom,60.192199707,-1.2436100245,43
EGEW,WRY,Westray Airport,Westray,United Kingdom,59.3502998352,-2.9500000477,29
EGHC,LEQ,Land's End Airport,Land's End,United Kingdom,50.1027984619,-5.6705598831,401
EGHK,PZE,Penzance Heliport,Penzance,United Kingdom,50.128101,-5.51845,14
EGOV,VLY,Anglesey Airport,Angelsey,United Kingdom,53.2481002808,-4.5353398323,37
EGPR,BRR,Barra Airport,Barra,United Kingdom,57.0228004456,-7.4430599213,5
EIDL,CFN,Donegal Airport,Dongloe,Ireland,55.0442008972,-8.3409996033,30
EIWT,,Weston Airport,Leixlip,Ireland,53.3521995544,-6.4861102104,150
EKSN,CNL,Sindal Airport,Sindal,Denmark,57.5035018921,10.2293996811,92
ENLK,LKN,Leknes Airport,Leknes,Norway,68.1524963379,13.6093997955,78
ENNM,OSY,Namsos Høknesøra Airport,Namsos,Norway,64.4721984863,11.5785999298,7
ENRA,MQN,"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,66.363899231,14.3014001846,229
ENRM,RVK,"Rørvik Airport, Ryum",Rørvik,Norway,64.8383026123,11.1461000443,14
ENRS,RET,Røst Airport,Røst,Norway,67.5278015137,12.1033000946,7
ENSD,SDN,Sandane Airport (Anda),Sandane,Norway,61.8300018311,6.1058301926,196
ENSG,SOG,Sogndal Airport,Sogndal,Norway,61.156101,7.13778,1633
ENSH,SVJ,Svolvær Helle Airport,Svolvær,Norway,68.2433013916,14.6691999435,27
ENSR,SOJ,Sørkjosen Airport,Sorkjosen,Norway,69.7867965698,20.959400177,16
ENSS,VAW,"Vardø Airport, Svartnes",Vardø,Norway,70.3554000854,31.0449008942,42
ENVR,VRY,Værøy Heliport,Værøy,Norway,67.654555,12.727257,12
EPBY,BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,53.0968017578,17.9776992798,235
EPLL,LCJ,Łódź Władysław Reymont Airport,Lodz,Poland,51.7219009399,19.3980998993,604
ESNZ,OSD,Åre Östersund Airport,Östersund,Sweden,63.1944007874,14.5003004074,1233
ESOH,HFS,Hagfors Airport,Hagfors,Sweden,60.0200996399,13.5789003372,474
ESOK,KSD,Karlstad Airport,Karlstad,Sweden,59.4446983337,13.3374004364,352
ESST,TYF,Torsby Airport,Torsby,Sweden,60.1576004028,12.9912996292,393
ESTA,AGH,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,56.2961006165,12.8471002579,68
ESUD,SQO,Storuman Airport,Mohed,Sweden,64.960899353,17.6965999603,915
ESUT,HMV,Hemavan Airport,Hemavan,Sweden,65.806098938,15.0827999115,1503
EVVA,VTS,Ventspils International Airport,Ventspils,Latvia,57.35779953,21.5442008972,19
FAGM,QRA,Rand Airport,Johannesburg,South Africa,-26.2425003052,28.1511993408,5483
FAKN,MQP,Kruger Mpumalanga International Airport,Mpumalanga,South Africa,-25.3831996918,31.1056003571,2829
FAMD,AAM,Malamala Airport,Malamala,South Africa,-24.8180999756,31.5445995331,1124
FAMM,MBD,Mmabatho International Airport,Mafeking,South Africa,-25.7984008789,25.5480003357,4181
FBGZ,GNZ,Ghanzi Airport,Ghanzi,Botswana,-21.6924991608,21.6581001282,3730
FBOR,ORP,Orapa Airport,Orapa,Botswana,-21.2667007446,25.3166999817,3100
FBSW,SWX,Shakawe Airport,Shakawe,Botswana,-18.3738994598,21.8325996399,3379
FBTL,TLD,Limpopo Valley Airport,Tuli Lodge,Botswana,-22.1891994476,29.1268997192,1772
FCPL,DIS,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),-4.20635,12.6599,1079
FLCP,CIP,Chipata Airport,Chipata,Zambia,-13.5583000183,32.5872001648,3360
KSLI,SLI,Los Alamitos Army Air Field,Solwesi,Zambia,33.79000092,-118.052002,32
FMCN,YVA,Iconi Airport,Moroni,Comoros,-11.7108001709,43.2439002991,33
FMMG,WAQ,Antsalova Airport,Antsalova,Madagascar,-18.7012732424,44.6149206161,551
FMMK,JVA,Ankavandra Airport,Ankavandra,Madagascar,-18.8050095209,45.2734673023,427
FMML,BMD,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,-19.6867008209,44.5419006348,154
FMMO,MXT,Maintirano Airport,Maintirano,Madagascar,-18.0499992371,44.033000946,95
FMMR,TVA,Morafenobe Airport,Morafenobe,Madagascar,-17.850083459,44.9204671383,748
FMMU,WTA,Tambohorano Airport,Tambohorano,Madagascar,-17.4761009216,43.9728012085,23
FMMX,WTS,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,-18.7596765564,46.0540652275,2776
FMMZ,WAM,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,-17.7953776085,48.4425830841,2513
FMNG,WPB,Port Bergé Airport,Port Bergé,Madagascar,-15.5842864741,47.6235866547,213
FMNJ,,Ambanja Airport,Ambanja,Madagascar,-13.645705,48.459427,36
FMNO,DWB,Soalala Airport,Soalala,Madagascar,-16.1016904207,45.3588366508,141
FMNP,WMP,Mampikony Airport,Mampikony,Madagascar,-16.0722693402,47.6441645622,0
KTTS,TTS,Nasa Shuttle Landing Facility Airport,Tsaratanana,Madagascar,28.6149997711,-80.6945037842,10
FMNX,WMA,Mandritsara Airport,Mandritsara,Madagascar,-15.8330494086,48.8332843781,1007
FMSJ,MJA,Manja Airport,Manja,Madagascar,-21.4261052506,44.31650877,787
FNCT,CBT,Catumbela Airport,Catumbela,Angola,-12.4792,13.4869,23
FNDU,DUE,Dundo Airport,Dundo,Angola,-7.4008898735,20.8185005188,2451
FNGI,VPE,Ngjiva Pereira Airport,Ondjiva,Angola,-17.0435009003,15.6837997437,3566
FNMO,MSZ,Namibe Airport,Mocamedes,Angola,-15.2611999512,12.1468000412,210
FOGK,KOU,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,-1.1846100092,12.4413003922,1070
FOGM,MJL,Mouilla Ville Airport,Mouila,Gabon,-1.8451399803,11.0566997528,295
FOOT,TCH,Tchibanga Airport,Tchibanga,Gabon,-2.8499999046,11.0170001984,269
FQCH,VPY,Chimoio Airport,Chimoio,Mozambique,-19.1513004303,33.4290008545,2287
FTTA,SRH,Sarh Airport,Sarh,Chad,9.1444396973,18.3743991852,1198
FWCM,CMK,Club Makokola Airport,Club Makokola,Malawi,-14.3069000244,35.1324996948,1587
FYLZ,LUD,Luderitz Airport,Luderitz,Namibia,-26.6874008179,15.2428998947,457
FYOA,OND,Ondangwa Airport,Ondangwa,Namibia,-17.878201,15.9526,3599
FYOG,OMD,Oranjemund Airport,Oranjemund,Namibia,-28.5846996307,16.4466991425,14
FYSM,SWP,Swakopmund Airport,Swakopmund,Namibia,-22.6618995667,14.5680999756,207
FYWE,ERS,Eros Airport,Windhoek,Namibia,-22.6121997833,17.0804004669,5575
FZAJ,BOA,Boma Airport,Boma,Congo (Kinshasa),-5.8540000916,13.0640001297,26
FZAM,MAT,Tshimpi Airport,Matadi,Congo (Kinshasa),-5.7996101379,13.4404001236,1115
FZBA,INO,Inongo Airport,Inongo,Congo (Kinshasa),-1.9472199678,18.2858009338,1040
FZBI,NIO,Nioki Airport,Nioki,Congo (Kinshasa),-2.7174999714,17.6847000122,1043
FZBT,KRZ,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),-1.4349999428,19.0240001678,1013
FZEN,BSU,Basankusu Airport,Basankusu,Congo (Kinshasa),1.2247200012,19.7889003754,1217
FZUK,TSH,Tshikapa Airport,Tshikapa,Congo (Kinshasa),-6.4383301735,20.7947006226,1595
FZVA,LJA,Lodja Airport,Lodja,Congo (Kinshasa),-3.4170000553,23.4500007629,1647
FZVS,PFR,Ilebo Airport,Ilebo,Congo (Kinshasa),-4.329919,20.590124,1450
GCGM,GMZ,La Gomera Airport,La Gomera,Spain,28.0296001434,-17.2145996094,716
GFBN,BTE,Sherbro International Airport,Bonthe,Sierra Leone,7.5324201584,-12.5188999176,14
GFBO,KBS,Bo Airport,Bo,Sierra Leone,7.9443998337,-11.7609996796,328
GFKE,KEN,Kenema Airport,Kenema,Sierra Leone,7.8912901878,-11.1766004562,485
GGOV,OXB,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,11.8948001862,-15.6536998749,129
GMMA,SMW,Smara Airport,Smara,Western Sahara,26.7318,-11.6847,350
GMMH,VIL,Dakhla Airport,Dakhla,Western Sahara,23.7183,-15.932,36
GMMI,ESU,Mogador Airport,Essadouira,Morocco,31.3974990845,-9.6816701889,384
GMML,EUN,Hassan I Airport,El Aaiún,Western Sahara,27.151699,-13.2192,207
GMMW,NDR,Nador International Airport,El Aroui,Morocco,34.9888000488,-3.0282099247,574
GVNP,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,14.9245004654,-23.4934997559,230
GVSF,SFL,São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,14.8850002289,-24.4799995422,617
HABC,BCO,Baco Airport,Baco,Ethiopia,5.78287,36.562,4580
HABE,BEI,Beica Airport,Beica,Ethiopia,9.3863897324,34.521900177,5410
HADC,DSE,Combolcha Airport,Dessie,Ethiopia,11.0825004578,39.7113990784,6117
HADD,DEM,Dembidollo Airport,Dembidollo,Ethiopia,8.5539999008,34.858001709,5200
HAGO,GDE,Gode Airport,Gode,Ethiopia,5.9351301193,43.5786018372,834
HAGR,GOR,Gore Airport,Gore,Ethiopia,8.1614,35.5529,6580
HAKD,ABK,Kabri Dehar Airport,Kabri Dehar,Ethiopia,6.734000206,44.2529983521,1800
HAMT,MTF,Mizan Teferi Airport,Mizan Teferi,Ethiopia,6.9571,35.5547,4396
HATP,TIE,Tippi Airport,Tippi,Ethiopia,7.2024,35.415,1100
HCMA,ALU,Alula Airport,Alula,Somalia,11.9582,50.748,6
HCMF,BSA,Bosaso Airport,Bosaso,Somalia,11.2753000259,49.1493988037,3
HCMM,MGQ,Aden Adde International Airport,Mogadishu,Somalia,2.0144400597,45.3046989441,29
HCMR,GLK,Galcaio Airport,Galcaio,Somalia,6.7808299065,47.45470047,975
HCMV,BUO,Burao Airport,Burao,Somalia,9.5275,45.5549,3400
HEAR,AAC,El Arish International Airport,El Arish,Egypt,31.073299408,33.8358001709,121
HEAT,ATZ,Assiut International Airport,Asyut,Egypt,27.0464992523,31.0119991302,772
HKAM,ASV,Amboseli Airport,Amboseli National Park,Kenya,-2.6450500488,37.2531013489,3755
HKLK,LKG,Lokichoggio Airport,Lokichoggio,Kenya,4.2041201591,34.3482017517,2074
HKML,MYD,Malindi Airport,Malindi,Kenya,-3.2293100357,40.1016998291,80
HKNY,NYK,Nanyuki Airport,Nanyuki,Kenya,-0.0623988993,37.0410079956,6250
HLGD,SRX,Gardabya Airport,Sirt,Libya,31.0634994507,16.5949993134,267
HLGN,TOB,Gamal Abdel Nasser Airport,Tobruk,Libya,31.861,23.907,519
HLLM,MJI,Mitiga Airport,Tripoli,Libya,32.8941001892,13.2760000229,36
HLLQ,LAQ,La Abraq Airport,Al Bayda',Libya,32.7887001038,21.9643001556,2157
HSAT,ATB,Atbara Airport,Atbara,Sudan,17.7103443146,34.05701828,1181
HSNN,UYL,Nyala Airport,Nyala,Sudan,12.0535001755,24.956199646,2106
HSPN,PZU,Port Sudan New International Airport,Port Sudan,Sudan,19.433599472,37.2341003418,135
HTBU,BKZ,Bukoba Airport,Bukoba,Tanzania,-1.332,31.8212,3745
HTKA,TKQ,Kigoma Airport,Kigoma,Tanzania,-4.8862,29.6709,2700
HTLI,LDI,Kikwetu Airport,Lindi,Tanzania,-9.8511104584,39.7578010559,100
HTMU,MUZ,Musoma Airport,Musoma,Tanzania,-1.503,33.8021,3806
HTSY,SHY,Shinyanga Airport,Shinyanga,Tanzania,-3.6093,33.5035,3800
HTTB,TBO,Tabora Airport,Tabora,Tanzania,-5.0763897896,32.8333015442,3868
HUAR,RUA,Arua Airport,Arua,Uganda,3.0499999523,30.9169998169,3951
HUGU,ULU,Gulu Airport,Gulu,Uganda,2.805560112,32.2718009949,3510
VA1P,DIU,Diu Airport,Diu,India,20.7131004333,70.9210968018,31
KABR,ABR,Aberdeen Regional Airport,Aberdeen,United States,45.4491004944,-98.4217987061,1302
KABY,ABY,Southwest Georgia Regional Airport,Albany,United States,31.5354995728,-84.1945037842,197
KAHN,AHN,Athens Ben Epps Airport,Athens,United States,33.948600769,-83.3263015747,808
KALM,ALM,Alamogordo White Sands Regional Airport,Alamogordo,United States,32.8399009705,-105.990997314,4200
KALO,ALO,Waterloo Regional Airport,Waterloo,United States,42.5570983887,-92.4002990723,873
KALW,ALW,Walla Walla Regional Airport,Walla Walla,United States,46.09489822,-118.288002,1194
KAPN,APN,Alpena County Regional Airport,Alpena,United States,45.0780983,-83.56030273,690
KATY,ATY,Watertown Regional Airport,Watertown,United States,44.91400146,-97.15470123,1749
KBFD,BFD,Bradford Regional Airport,Bradford,United States,41.8031005859,-78.6400985718,2143
KBFF,BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,41.87400055,-103.5960007,3967
KBKW,BKW,Raleigh County Memorial Airport,Beckley,United States,37.7873001099,-81.1241989136,2504
KBQK,BQK,Brunswick Golden Isles Airport,Brunswick,United States,31.2588005066,-81.4664993286,26
KBRL,BRL,Southeast Iowa Regional Airport,Burlington,United States,40.7831993103,-91.12550354,698
KCEC,CEC,Jack Mc Namara Field Airport,Crescent City,United States,41.78020096,-124.2369995,61
KCGI,CGI,Cape Girardeau Regional Airport,Cape Girardeau,United States,37.2252998352,-89.5708007813,342
KCIU,CIU,Chippewa County International Airport,Sault Ste Marie,United States,46.2508010864,-84.4723968506,800
KCKB,CKB,North Central West Virginia Airport,Clarksburg,United States,39.2966003418,-80.2281036377,1217
KCLM,CLM,William R Fairchild International Airport,Port Angeles,United States,48.1202011108,-123.5,291
KCMX,CMX,Houghton County Memorial Airport,Hancock,United States,47.1683998108,-88.4890975952,1095
KDDC,DDC,Dodge City Regional Airport,Dodge City,United States,37.7634010315,-99.9655990601,2594
KDUJ,DUJ,DuBois Regional Airport,Du Bois,United States,41.17829895,-78.8986969,1817
KEAU,EAU,Chippewa Valley Regional Airport,Eau Claire,United States,44.8657989502,-91.4842987061,913
KEKO,EKO,Elko Regional Airport,Elko,United States,40.8249015808,-115.7919998169,5140
KEWB,EWB,New Bedford Regional Airport,New Bedford,United States,41.6761016846,-70.9569015503,80
KFAY,FAY,Fayetteville Regional Grannis Field,Fayetteville,United States,34.9911994934,-78.8803024292,189
KGGW,GGW,Wokal Field Glasgow International Airport,Glasgow,United States,48.2125015259,-106.6149978638,2296
KGRI,GRI,Central Nebraska Regional Airport,Grand Island,United States,40.9674987793,-98.3096008301,1847
KHOT,HOT,Memorial Field,Hot Springs,United States,34.4780006409,-93.0961990356,540
KHTS,HTS,Tri-State/Milton J. Ferguson Field,Huntington,United States,38.36669922,-82.55799866,828
Q51,KIO,Kili Airport,Kili Island,Marshall Islands,5.6445150375,169.1195068359,5
KIRK,IRK,Kirksville Regional Airport,Kirksville,United States,40.09349823,-92.5448989868,966
KJMS,JMS,Jamestown Regional Airport,Jamestown,United States,46.92969894,-98.67819977,1500
KLAR,LAR,Laramie Regional Airport,Laramie,United States,41.3120994568,-105.6750030518,7284
KLBE,LBE,Arnold Palmer Regional Airport,Latrobe,United States,40.27590179,-79.40480042,1199
KLBF,LBF,North Platte Regional Airport Lee Bird Field,North Platte,United States,41.12620163,-100.6839981,2777
KLEB,LEB,Lebanon Municipal Airport,Lebanon,United States,43.6260986328,-72.3041992188,603
KLMT,LMT,Klamath Falls Airport,Klamath Falls,United States,42.1561012268,-121.733001709,4095
KLNS,LNS,Lancaster Airport,Lancaster,United States,40.1217002869,-76.2960968018,403
KLWT,LWT,Lewistown Municipal Airport,Lewistown,United States,47.0493011475,-109.4670028687,4170
KLYH,LYH,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,37.3266983032,-79.2004013062,938
KMKG,MKG,Muskegon County Airport,Muskegon,United States,43.16949844,-86.23819733,629
KMLS,MLS,Frank Wiley Field,Miles City,United States,46.4280014038,-105.8860015869,2630
KMSL,MSL,Northwest Alabama Regional Airport,Muscle Shoals,United States,34.74530029,-87.61019897,551
KOTH,OTH,Southwest Oregon Regional Airport,North Bend,United States,43.417098999,-124.2460021973,17
KOWB,OWB,Owensboro Daviess County Airport,Owensboro,United States,37.74010086,-87.16680145,407
KPIB,PIB,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,31.4671001434,-89.337097168,298
KPIH,PIH,Pocatello Regional Airport,Pocatello,United States,42.9098014832,-112.5960006714,4452
KPIR,PIR,Pierre Regional Airport,Pierre,United States,44.38270187,-100.2860031,1744
KPLN,PLN,Pellston Regional Airport of Emmet County Airport,Pellston,United States,45.57089996,-84.79669952,721
KPSM,PSM,Portsmouth International at Pease Airport,Portsmouth,United States,43.0778999329,-70.8233032227,100
KRDG,RDG,Reading Regional Carl A Spaatz Field,Reading,United States,40.3785018921,-75.9652023315,344
KRHI,RHI,Rhinelander Oneida County Airport,Rhinelander,United States,45.6311988831,-89.4674987793,1624
KRKS,RKS,Rock Springs Sweetwater County Airport,Rock Springs,United States,41.59420013,-109.0650024,6764
KRUT,RUT,Rutland - Southern Vermont Regional Airport,Rutland,United States,43.52939987,-72.94960022,787
KSBP,SBP,San Luis County Regional Airport,San Luis Obispo,United States,35.2368011475,-120.641998291,212
KSHR,SHR,Sheridan County Airport,Sheridan,United States,44.7691993713,-106.9800033569,4021
KSLK,SLK,Adirondack Regional Airport,Saranac Lake,United States,44.3852996826,-74.206199646,1663
KSLN,SLN,Salina Municipal Airport,Salina,United States,38.7910003662,-97.6521987915,1288
KSMX,SMX,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,34.89889908,-120.4570007,261
KTUP,TUP,Tupelo Regional Airport,Tupelo,United States,34.2681007385,-88.7698974609,346
KUIN,UIN,Quincy Regional Baldwin Field,Quincy,United States,39.94269943,-91.19460297,768
KVCT,VCT,Victoria Regional Airport,Victoria,United States,28.8526000977,-96.9185028076,115
KVLD,VLD,Valdosta Regional Airport,Valdosta,United States,30.7824993134,-83.2767028809,203
KWRL,WRL,Worland Municipal Airport,Worland,United States,43.9656982422,-107.9509963989,4227
KYKM,YKM,Yakima Air Terminal McAllister Field,Yakima,United States,46.56819916,-120.5439987,1099
LCEN,ECN,Ercan International Airport,Nicosia,Cyprus,35.1547012329,33.4961013794,404
LELO,RJL,Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,42.4609534888,-2.3222351074,1161
LFEY,IDY,Île d'Yeu Airport,Île d'Yeu,France,46.7186012268,-2.3911099434,79
LFJR,ANE,Angers-Loire Airport,Angers/Marcé,France,47.5602989197,-0.3122220039,194
LFTZ,LTT,La Môle Airport,La Môle,France,43.2053985596,6.4819998741,59
LGSO,JSY,Syros Airport,Syros Island,Greece,37.4227981567,24.9508991241,236
LHPP,PEV,Pécs-Pogány Airport,Pécs-Pogány,Hungary,45.990898,18.240996,1000
LHPR,QGY,Győr-Pér International Airport,Győr,Hungary,47.624401,17.813601,424
LHSM,SOB,Sármellék International Airport,Sármellék,Hungary,46.686391,17.159084,408
LIMW,AOT,Aosta Airport,Aosta,Italy,45.738499,7.36872,1791
LIRI,QSR,Salerno Costa d'Amalfi Airport,Salerno,Italy,40.620399,14.9113,119
LPCR,CVU,Corvo Airport,Corvo,Portugal,39.6715011597,-31.1135997772,0
LQBK,BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,44.9413986206,17.2975006104,400
LTBO,USQ,Uşak Airport,Usak,Turkey,38.6814994812,29.4717006683,2897
LTCF,KSY,Kars Airport,Kars,Turkey,40.5621986389,43.1150016785,5889
